X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-79.04835,46.1445,North Bay District,2019,Splake,Pond Lake,lac Pond,,17-6507-51117,BOULTER,Yearlings,200,46.1445,-79.04835,8810
-79.6836485,47.2514483,North Bay District,2019,Splake,Prud'homme Lake,lac Prud'homme,,17-5997-52337,GILLIES LIMIT,Yearlings,844,47.2514483,-79.6836485,8811
-79.0368161,46.4968846,North Bay District,2019,Splake,Timber Lake,lac Timber,,17-6506-51504,BUTLER,Yearlings,4000,46.4968846,-79.0368161,8812
-79.14834,46.46784,North Bay District,2019,Splake,Twenty Minute Lake,lac Twenty Minute,,17-6421-51475,FRENCH,Yearlings,150,46.46784,-79.14834,8813
-79.14834,46.46784,North Bay District,2019,Splake,Twenty Minute Lake,lac Twenty Minute,,17-6421-51475,FRENCH,Yearlings,450,46.46784,-79.14834,8814
-79.1733651,45.6255665,Parry Sound District,2017,Lake Trout,Sand Lake,lac Sand,,17-6425-50540,PROUDFOOT,Yearlings,750,45.6255665,-79.1733651,8815
-79.21863,46.71673,North Bay District,2018,Splake,Big McDougal Lake,grand lac McDougal,,17-6361-51750,WYSE,Yearlings,4600,46.71673,-79.21863,8816
-78.90808,45.20839,Parry Sound District,2017,Lake Trout,Shoe Lake,lac Shoe,,17-6643-50080,RIDOUT,Yearlings,200,45.20839,-78.90808,8817
-79.3061092,46.7418327,North Bay District,2018,Splake,Blue Lake,lac Blue,,17-6295-51774,MCAUSLAN,Yearlings,4500,46.7418327,-79.3061092,8818
-79.6828803,45.2506913,Parry Sound District,2017,Lake Trout,Sucker Lake,lac Sucker,,17-6035-50114,HUMPHREY,Yearlings,800,45.2506913,-79.6828803,8819
-79.0554037,46.3610386,North Bay District,2018,Splake,Cahill Lake,,,17-6497-51358,OLRIG,Yearlings,3000,46.3610386,-79.0554037,8820
-79.9754525,45.4262088,Parry Sound District,2017,Lake Trout,Trout Lake,lac Trout,,17-5801-50304,,Yearlings,700,45.4262088,-79.9754525,8821
-78.9475529,46.46649,North Bay District,2018,Splake,Crooked Lake,lac Crooked,,17-6578-51479,ANTOINE,Yearlings,2700,46.46649,-78.9475529,8822
-79.3541166,44.9165546,Parry Sound District,2017,Rainbow Trout,Gull Lake,lac Gull,,17-6302-49745,MUSKOKA,Yearlings,1998,44.9165546,-79.3541166,8823
-78.9475529,46.46649,North Bay District,2018,Splake,Crooked Lake,lac Crooked,,17-6578-51479,ANTOINE,Yearlings,2430,46.46649,-78.9475529,8824
-78.98556,46.1495,North Bay District,2019,Splake,Ukalet Lake,lac Ukalet,,17-6555-51124,BOULTER,Yearlings,1500,46.1495,-78.98556,8825
-79.4971557,45.2355708,Parry Sound District,2017,Rainbow Trout,High Lake,lac High,,17-6179-50100,WATT,Yearlings,699,45.2355708,-79.4971557,8826
-79.653261,47.2114684,North Bay District,2018,Splake,Friday Lake,lac Friday,,17-6020-52296,BEST,Yearlings,3000,47.2114684,-79.653261,8827
-79.7381446,47.2040003,North Bay District,2019,Splake,Whitney Lake,lac Whitney,,17-5955-52284,GILLIES LIMIT,Yearlings,2000,47.2040003,-79.7381446,8828
-79.0489283,45.59748,Parry Sound District,2017,Rainbow Trout,Ink Lake,lac Ink,,17-6521-50510,BETHUNE,Yearlings,300,45.59748,-79.0489283,8829
-79.7437385,47.3777622,North Bay District,2018,Splake,Gillies Lake,,,17-5948-52477,COLEMAN,Yearlings,1500,47.3777622,-79.7437385,8830
-79.87755,46.78034,North Bay District,2019,Splake,Wolf Lake,lac Wolf,,17-5857-51811,SISK,Yearlings,2500,46.78034,-79.87755,8831
-79.6051834,44.9986564,Parry Sound District,2017,Rainbow Trout,Long Lake,lac Long,,17-6102-49833,WOOD,Yearlings,996,44.9986564,-79.6051834,8832
-80.12533,46.71006,North Bay District,2018,Splake,Hand Lake,lac Hand,Brownbear Lake (Unofficial Name),17-5668-51731,MCWILLIAMS,Yearlings,2997,46.71006,-80.12533,8833
-79.7122564,47.2822857,North Bay District,2020,Brook Trout,,,Gillies Limit Lake 51 (Unofficial Name),17-5974-52371,GILLIES LIMIT,Yearlings,1000,47.2822857,-79.7122564,8834
-79.3172501,44.9020256,Parry Sound District,2017,Rainbow Trout,Silver Lake,lac Silver,,17-6329-49732,MORRISON,Yearlings,800,44.9020256,-79.3172501,8835
-79.351147,46.7452809,North Bay District,2018,Splake,Jimmie Lake,lac Jimmie,,17-6259-51780,MCAUSLAN,Yearlings,1500,46.7452809,-79.351147,8836
-79.777297,47.0237249,North Bay District,2020,Brook Trout,,,Strathcona Lake 25 (Unofficial Name),17-5929-52083,STRATHCONA,Yearlings,1000,47.0237249,-79.777297,8837
-79.2912969,45.8935157,Parry Sound District,2017,Rainbow Trout,Wendigo Lake,lac Wendigo,,17-6325-50834,LAURIER,Yearlings,500,45.8935157,-79.2912969,8838
-80.33701,46.96645,North Bay District,2018,Splake,Little Weasel Lake,lac Little Weasel,,17-5504-52014,AFTON,Yearlings,1500,46.96645,-80.33701,8839
-80.1256257,46.9675216,North Bay District,2020,Brook Trout,,,Price Lake (Unofficial Name),17-5665-52017,PHYLLIS,Yearlings,500,46.9675216,-80.1256257,8840
-79.1457755,45.9073435,Parry Sound District,2017,Splake,,,Blue Lake (Unofficial Name),17-6438-50852,BALLANTYNE,Yearlings,500,45.9073435,-79.1457755,8841
-78.8557012,46.2968665,North Bay District,2018,Splake,Long Lake,lac Long,,17-6649-51291,CALVIN,Yearlings,2500,46.2968665,-78.8557012,8842
-80.0242169,47.3575702,North Bay District,2020,Brook Trout,,,Dane Lake 11 (Unofficial Name),17-5737-52451,DANE,Yearlings,800,47.3575702,-80.0242169,8843
-79.6296922,47.218091,North Bay District,2020,Brook Trout,,,South Lorrain Lake 1 (Unofficial Name),17-6038-52301,SOUTH LORRAIN,Yearlings,800,47.218091,-79.6296922,8844
-79.761427,47.1584022,North Bay District,2020,Brook Trout,,,Best Lake 73 (Unofficial Name),17-5939-52233,BEST,Yearlings,500,47.1584022,-79.761427,8845
-79.3533963,46.7286352,North Bay District,2020,Brook Trout,,,Quarry Lake (Unofficial Name),17-6258-51761,MCAUSLAN,Yearlings,1200,46.7286352,-79.3533963,8846
-79.7822678,47.2676461,North Bay District,2020,Brook Trout,,,Gillies Limit Lake 19 (Unofficial Name),17-5921-52354,GILLIES LIMIT,Yearlings,500,47.2676461,-79.7822678,8847
-79.8336503,47.4988712,North Bay District,2020,Brook Trout,Bartle Lake,lac Bartle,,17-5878-52610,HUDSON,Yearlings,2000,47.4988712,-79.8336503,8848
-79.8336503,47.4988712,North Bay District,2020,Brook Trout,Bartle Lake,lac Bartle,,17-5878-52610,HUDSON,Yearlings,600,47.4988712,-79.8336503,8849
-79.79616,46.73618,North Bay District,2020,Brook Trout,Beach Lake,lac Beach,,17-5920-51763,SISK,Yearlings,1000,46.73618,-79.79616,8850
-80.08838,47.1159,North Bay District,2020,Brook Trout,Browns Lake,lac Browns,,17-5691-52182,CYNTHIA,Yearlings,3400,47.1159,-80.08838,8851
-79.86011,47.26696,North Bay District,2020,Brook Trout,Head Lake,lac Head,Robert Lake (Unofficial Name),17-5857-52352,BRIGSTOCKE,Yearlings,1200,47.26696,-79.86011,8852
-80.1381053,46.980129,North Bay District,2020,Brook Trout,Herbert Lake,lac Herbert,,17-5658-52029,JOAN,Yearlings,1200,46.980129,-80.1381053,8853
-79.84643,47.13617,North Bay District,2020,Brook Trout,Hook Lake,lac Hook,,17-5875-52207,STRATHY,Yearlings,750,47.13617,-79.84643,8854
-79.9602133,47.4808707,North Bay District,2020,Brook Trout,Mowat Lake,lac Mowat,,17-5783-52589,BARR,Yearlings,1500,47.4808707,-79.9602133,8855
-80.16533,46.99589,North Bay District,2020,Brook Trout,Redbark Lake,lac Redbark,,17-5634-52048,JOAN,Yearlings,1500,46.99589,-80.16533,8856
-80.04783,47.12006,North Bay District,2020,Brook Trout,Roko Lake,lac Roko,,17-5722-52187,CYNTHIA,Yearlings,1000,47.12006,-80.04783,8857
-79.4151109,46.7568096,North Bay District,2020,Brook Trout,Secord Lake,lac Secord,,17-6210-51791,LA SALLE,Yearlings,1200,46.7568096,-79.4151109,8858
-79.6592,47.23618,North Bay District,2020,Brook Trout,Wilson Lake,lac Wilson,,17-6015-52321,GILLIES LIMIT,Yearlings,1000,47.23618,-79.6592,8859
-79.60281,46.63034,North Bay District,2020,Lake Trout,Bear Lake,lac Bear,,17-6069-51648,HAMMELL,Yearlings,2980,46.63034,-79.60281,8860
-80.07311,45.93283,North Bay District,2020,Lake Trout,Big Caribou Lake,grand lac Caribou,Caribou Lake (Unofficial Name),17-5718-50868,MCCONKEY,Yearlings,1000,45.93283,-80.07311,8861
-80.07311,45.93283,North Bay District,2020,Lake Trout,Big Caribou Lake,grand lac Caribou,Caribou Lake (Unofficial Name),17-5718-50868,MCCONKEY,Yearlings,3000,45.93283,-80.07311,8862
-79.89087,47.3434,North Bay District,2020,Lake Trout,First Justin Lake,premier lac Justin,,17-5838-52437,COLEMAN,Yearlings,2000,47.3434,-79.89087,8863
-79.9245076,47.3520301,North Bay District,2020,Lake Trout,Kitt Lake,lac Kitt,,17-5812-52445,KITTSON,Yearlings,2000,47.3520301,-79.9245076,8864
-79.0760155,46.3096851,North Bay District,2020,Lake Trout,Lake Talon,,,17-6497-51295,OLRIG,Yearlings,1000,46.3096851,-79.0760155,8865
-79.0760155,46.3096851,North Bay District,2020,Lake Trout,Lake Talon,,,17-6497-51295,OLRIG,Yearlings,2120,46.3096851,-79.0760155,8866
-79.6717566,47.1633098,North Bay District,2020,Lake Trout,McNab Lake,lac McNab,,17-6007-52240,BEST,Yearlings,1500,47.1633098,-79.6717566,8867
-78.7388325,46.1841688,North Bay District,2020,Lake Trout,Papineau Lake,lac Papineau,,17-6747-51167,PAPINEAU,Yearlings,2800,46.1841688,-78.7388325,8868
-79.7125913,47.2606547,North Bay District,2020,Lake Trout,Roosevelt Lake,lac Roosevelt,,17-5975-52342,GILLIES LIMIT,Yearlings,2000,47.2606547,-79.7125913,8869
-79.77476,46.07978,North Bay District,2020,Lake Trout,Stormy Lake,lac Stormy,,17-5947-51034,PATTERSON,Yearlings,3000,46.07978,-79.77476,8870
-79.6600886,46.6268684,North Bay District,2020,Lake Trout,Tilden Lake,lac Tilden,,17-6035-51636,GLADMAN,Yearlings,996,46.6268684,-79.6600886,8871
-79.6600886,46.6268684,North Bay District,2020,Lake Trout,Tilden Lake,lac Tilden,,17-6035-51636,GLADMAN,Yearlings,4000,46.6268684,-79.6600886,8872
-79.5085968,47.1813616,North Bay District,2020,Lake Trout,Tooth Lake,lac Tooth,,17-6130-52261,SOUTH LORRAIN,Yearlings,2000,47.1813616,-79.5085968,8873
-79.9989317,45.9042757,North Bay District,2020,Lake Trout,Wauquimakog Lake,lac Wauquimakog,Wilson Lake (Unofficial Name),17-5779-50835,WILSON,Yearlings,3000,45.9042757,-79.9989317,8874
-79.2948226,46.343486,North Bay District,2020,Rainbow Trout,,,High Lake (Unofficial Name),17-6312-51334,WIDDIFIELD,Yearlings,3000,46.343486,-79.2948226,8875
-78.9673313,46.1498977,North Bay District,2020,Rainbow Trout,Bay Lake,lac Bay,,17-6570-51125,BOULTER,Yearlings,1500,46.1498977,-78.9673313,8876
-78.9673313,46.1498977,North Bay District,2020,Rainbow Trout,Bay Lake,lac Bay,,17-6570-51125,BOULTER,Yearlings,2000,46.1498977,-78.9673313,8877
-79.56364,47.24312,North Bay District,2020,Rainbow Trout,Caswell Lake,lac Caswell,,17-6087-52330,LORRAIN,Yearlings,2600,47.24312,-79.56364,8878
-79.351147,46.7452809,North Bay District,2020,Rainbow Trout,Jimmie Lake,lac Jimmie,,17-6259-51780,MCAUSLAN,Yearlings,2000,46.7452809,-79.351147,8879
-79.04335,46.59451,North Bay District,2020,Rainbow Trout,Langevin Lake,lac Langevin,,17-6499-51617,EDDY,Yearlings,6000,46.59451,-79.04335,8880
-79.04335,46.59451,North Bay District,2020,Rainbow Trout,Langevin Lake,lac Langevin,,17-6499-51617,EDDY,Yearlings,3000,46.59451,-79.04335,8881
-79.04335,46.59451,North Bay District,2020,Rainbow Trout,Langevin Lake,lac Langevin,,17-6499-51617,EDDY,Yearlings,3000,46.59451,-79.04335,8882
-79.5612481,47.2526051,North Bay District,2020,Rainbow Trout,Latour Lake,lac Latour,,17-6090-52340,LORRAIN,Yearlings,3200,47.2526051,-79.5612481,8883
-79.23946,46.72728,North Bay District,2020,Rainbow Trout,Little McDougal Lake,petit lac McDougal,,17-6345-51761,WYSE,Yearlings,5000,46.72728,-79.23946,8884
-79.30836,46.75812,North Bay District,2020,Rainbow Trout,Orient Lake,lac Orient,,17-6292-51794,MCAUSLAN,Yearlings,2250,46.75812,-79.30836,8885
-79.75976,47.04812,North Bay District,2020,Rainbow Trout,Pleasant Lake,lac Pleasant,,17-5942-52110,STRATHCONA,Yearlings,2400,47.04812,-79.75976,8886
-78.9067523,45.1683415,Parry Sound District,2017,Splake,Black Lake,lac Black,,17-6646-50036,RIDOUT,Yearlings,1500,45.1683415,-78.9067523,8887
-79.25469,45.5036962,Parry Sound District,2017,Splake,Clear Lake,lac Clear,,17-6358-50403,PERRY,Yearlings,1000,45.5036962,-79.25469,8888
-79.0518789,45.2014773,Parry Sound District,2017,Splake,Grandview Lake,lac Grandview,,17-6530-50069,RIDOUT,Yearlings,1000,45.2014773,-79.0518789,8889
-78.8393003,45.2916009,Parry Sound District,2017,Splake,Harvey Lake,lac Harvey,,17-6694-50174,MCCLINTOCK,Yearlings,860,45.2916009,-78.8393003,8890
-79.1683091,45.9813623,Parry Sound District,2017,Splake,Little Tyne Lake,petit lac Tyne,,17-6419-50934,BALLANTYNE,Yearlings,500,45.9813623,-79.1683091,8891
-79.6051834,44.9986564,Parry Sound District,2017,Splake,Long Lake,lac Long,,17-6102-49833,WOOD,Yearlings,1500,44.9986564,-79.6051834,8892
-79.0631855,45.6796031,Parry Sound District,2017,Splake,Middle Shanty Lake,lac Middle Shanty,,17-6508-50600,BUTT,Yearlings,1000,45.6796031,-79.0631855,8893
-79.05112,46.36867,North Bay District,2018,Splake,Olmstead Lake,lac Olmstead,,17-6499-51366,OLRIG,Yearlings,1500,46.36867,-79.05112,8894
-79.9666933,45.317287,Parry Sound District,2017,Splake,Oastler Lake,lac Oastler,,17-5813-50183,FOLEY,Yearlings,1860,45.317287,-79.9666933,8895
-79.7649598,45.1428348,Parry Sound District,2017,Splake,Stewart Lake,lac Stewart,,17-5971-49992,FREEMAN,Yearlings,1500,45.1428348,-79.7649598,8896
-79.03667,46.15756,North Bay District,2018,Splake,Pascal Lake,,,17-6516-51132,BOULTER,Yearlings,500,46.15756,-79.03667,8897
-78.7590079,45.3957247,Parry Sound District,2017,Splake,Troutspawn Lake,lac Troutspawn,,17-6753-50293,LIVINGSTONE,Yearlings,1500,45.3957247,-78.7590079,8898
-79.79781,46.93395,North Bay District,2018,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,1000,46.93395,-79.79781,8899
-79.2749615,45.4052523,Parry Sound District,2017,Splake,Waseosa Lake,lac Waseosa,,17-6350-50291,CHAFFEY,Yearlings,2000,45.4052523,-79.2749615,8900
-79.04835,46.1445,North Bay District,2018,Splake,Pond Lake,lac Pond,,17-6507-51117,BOULTER,Yearlings,200,46.1445,-79.04835,8901
-78.6965614,45.4279684,Parry Sound District,2017,Splake,Wolf Lake,lac Wolf,,17-6804-50330,LIVINGSTONE,Yearlings,1500,45.4279684,-78.6965614,8902
-79.0368161,46.4968846,North Bay District,2018,Splake,Timber Lake,lac Timber,,17-6506-51504,BUTLER,Yearlings,1500,46.4968846,-79.0368161,8903
-79.8133693,45.4031475,Parry Sound District,2017,Walleye,Isabella Lake,lac Isabella,,17-5930-50285,CHRISTIE,Fry,5000,45.4031475,-79.8133693,8904
-79.0368161,46.4968846,North Bay District,2018,Splake,Timber Lake,lac Timber,,17-6506-51504,BUTLER,Yearlings,3600,46.4968846,-79.0368161,8905
-79.0368161,46.4968846,North Bay District,2018,Splake,Timber Lake,lac Timber,,17-6506-51504,BUTLER,Yearlings,1873,46.4968846,-79.0368161,8906
-79.14834,46.46784,North Bay District,2018,Splake,Twenty Minute Lake,lac Twenty Minute,,17-6421-51475,FRENCH,Yearlings,1500,46.46784,-79.14834,8907
-79.14834,46.46784,North Bay District,2018,Splake,Twenty Minute Lake,lac Twenty Minute,,17-6421-51475,FRENCH,Yearlings,1500,46.46784,-79.14834,8908
-79.7381446,47.2040003,North Bay District,2018,Splake,Whitney Lake,lac Whitney,,17-5955-52284,GILLIES LIMIT,Yearlings,4000,47.2040003,-79.7381446,8909
-80.06032,47.18229,North Bay District,2019,Aurora Trout,Liberty Lake,lac Liberty,,17-5712-52256,ASTON,Yearlings,2500,47.18229,-80.06032,8910
-80.06032,47.18229,North Bay District,2019,Aurora Trout,Liberty Lake,lac Liberty,,17-5712-52256,ASTON,Adult,25,47.18229,-80.06032,8911
-79.777297,47.0237249,North Bay District,2019,Brook Trout,,,Strathcona Lake 25 (Unofficial Name),17-5929-52083,STRATHCONA,Yearlings,1248,47.0237249,-79.777297,8912
-79.7122564,47.2822857,North Bay District,2019,Brook Trout,,,Gillies Limit Lake 51 (Unofficial Name),17-5974-52371,GILLIES LIMIT,Yearlings,500,47.2822857,-79.7122564,8913
-79.0666781,46.4975617,North Bay District,2019,Brook Trout,,,Butler Lake 697 (Unofficial Name),17-6483-51509,BUTLER,Yearlings,400,46.4975617,-79.0666781,8914
-79.1766278,46.4859559,North Bay District,2019,Brook Trout,,,Little High Lake (Unofficial Name),17-6400-51494,FRENCH,Yearlings,800,46.4859559,-79.1766278,8915
-79.1620984,46.5034285,North Bay District,2019,Brook Trout,,,Pothole 2 Lake (Unofficial Name),17-6410-51514,FRENCH,Yearlings,300,46.5034285,-79.1620984,8916
-79.1179337,46.4235108,North Bay District,2019,Brook Trout,,,Mirror Lake (Unofficial Name),17-6446-51426,PHELPS,Yearlings,400,46.4235108,-79.1179337,8917
-79.4647549,46.3897784,North Bay District,2019,Brook Trout,,,White Fawn Lake (Unofficial Name),17-6180-51383,WIDDIFIELD,Yearlings,295,46.3897784,-79.4647549,8918
-80.0434698,47.1513407,North Bay District,2019,Brook Trout,,,Barnett Lake (Unofficial Name),17-5725-52222,ASTON,Yearlings,870,47.1513407,-80.0434698,8919
-79.3369973,46.7534707,North Bay District,2019,Brook Trout,,,Little McConnell Lake (Unofficial Name),17-6269-51788,MCAUSLAN,Yearlings,595,46.7534707,-79.3369973,8920
-79.3369973,46.7534707,North Bay District,2019,Brook Trout,,,Little McConnell Lake (Unofficial Name),17-6269-51788,MCAUSLAN,Yearlings,300,46.7534707,-79.3369973,8921
-79.6696506,47.1719065,North Bay District,2019,Brook Trout,,,Best Lake 89 (Unofficial Name),17-6008-52249,BEST,Yearlings,1500,47.1719065,-79.6696506,8922
-79.0400279,46.1479221,North Bay District,2019,Brook Trout,,,Long Lake (Unofficial Name),17-6513-51121,BOULTER,Yearlings,750,46.1479221,-79.0400279,8923
-79.3296596,45.9888368,North Bay District,2019,Brook Trout,,,Love Lake (Unofficial Name),17-6294-50939,HIMSWORTH,Yearlings,400,45.9888368,-79.3296596,8924
-79.8336503,47.4988712,North Bay District,2019,Brook Trout,Bartle Lake,lac Bartle,,17-5878-52610,HUDSON,Yearlings,1200,47.4988712,-79.8336503,8925
-80.08838,47.1159,North Bay District,2019,Brook Trout,Browns Lake,lac Browns,,17-5691-52182,CYNTHIA,Yearlings,3480,47.1159,-80.08838,8926
-79.2879536,46.7558014,North Bay District,2019,Brook Trout,Camp Lake,lac Camp,,17-6308-51793,MCAUSLAN,Yearlings,594,46.7558014,-79.2879536,8927
-80.06311,47.14562,North Bay District,2019,Brook Trout,Coppersand Lake,lac Coppersand,,17-5710-52215,ASTON,Yearlings,650,47.14562,-80.06311,8928
-80.32312,46.9159,North Bay District,2019,Brook Trout,Emerald Lake,lac Emerald,,17-5515-51958,AFTON,Yearlings,400,46.9159,-80.32312,8929
-79.1138446,46.3879121,North Bay District,2019,Brook Trout,Glassy Lake,lac Glassy,,17-6451-51386,PHELPS,Yearlings,1000,46.3879121,-79.1138446,8930
-80.1381053,46.980129,North Bay District,2019,Brook Trout,Herbert Lake,lac Herbert,,17-5658-52029,JOAN,Yearlings,1040,46.980129,-80.1381053,8931
-80.34117,46.89617,North Bay District,2019,Brook Trout,High Lake,lac High,,17-5502-51936,AFTON,Yearlings,870,46.89617,-80.34117,8932
-80.05672,47.01451,North Bay District,2019,Brook Trout,Hillcrest Lake,lac Hillcrest,,17-5717-52070,JOAN,Yearlings,650,47.01451,-80.05672,8933
-80.04839,47.13673,North Bay District,2019,Brook Trout,Hush Hush Lake,lac Hush Hush,,17-5721-52206,CYNTHIA,Yearlings,1040,47.13673,-80.04839,8934
-79.1387134,46.4680701,North Bay District,2019,Brook Trout,Indian Lake,lac Indian,,17-6429-51475,FRENCH,Yearlings,800,46.4680701,-79.1387134,8935
-79.05557,46.14172,North Bay District,2019,Brook Trout,Little Clear Lake,,,17-6502-51114,BOULTER,Yearlings,540,46.14172,-79.05557,8936
-79.05557,46.14172,North Bay District,2019,Brook Trout,Little Clear Lake,,,17-6502-51114,BOULTER,Yearlings,798,46.14172,-79.05557,8937
-80.05116,47.07868,North Bay District,2019,Brook Trout,Malloch Lake,lac Malloch,,17-5720-52141,CYNTHIA,Yearlings,500,47.07868,-80.05116,8938
-79.37503,46.74256,North Bay District,2019,Brook Trout,Mug Lake,lac Mug,,17-6241-51776,MCAUSLAN,Yearlings,800,46.74256,-79.37503,8939
-79.27752,46.74645,North Bay District,2019,Brook Trout,Pine Lake,lac Pine,,17-6316-51782,MCAUSLAN,Yearlings,540,46.74645,-79.27752,8940
-79.27752,46.74645,North Bay District,2019,Brook Trout,Pine Lake,lac Pine,,17-6316-51782,MCAUSLAN,Yearlings,300,46.74645,-79.27752,8941
-79.27752,46.74645,North Bay District,2019,Brook Trout,Pine Lake,lac Pine,,17-6316-51782,MCAUSLAN,Yearlings,98,46.74645,-79.27752,8942
-79.31558,46.77617,North Bay District,2019,Brook Trout,Round Lake,lac Round,,17-6286-51814,MCAUSLAN,Yearlings,370,46.77617,-79.31558,8943
-79.31558,46.77617,North Bay District,2019,Brook Trout,Round Lake,lac Round,,17-6286-51814,MCAUSLAN,Yearlings,400,46.77617,-79.31558,8944
-79.32808,46.76257,North Bay District,2019,Brook Trout,Shanty Lake,lac Shanty,,17-6277-51799,MCAUSLAN,Yearlings,369,46.76257,-79.32808,8945
-79.32808,46.76257,North Bay District,2019,Brook Trout,Shanty Lake,lac Shanty,,17-6277-51799,MCAUSLAN,Yearlings,2988,46.76257,-79.32808,8946
-80.0593367,47.0766741,North Bay District,2019,Brook Trout,Side Rock Lake,lac Side Rock,,17-5714-52141,CYNTHIA,Yearlings,2000,47.0766741,-80.0593367,8947
-79.05585,46.51811,North Bay District,2019,Brook Trout,Sparks Lake,lac Sparks,,17-6491-51532,BUTLER,Yearlings,3000,46.51811,-79.05585,8948
-79.04168,46.35561,North Bay District,2019,Brook Trout,Teesdale Lake,lac Teesdale,,17-6506-51352,OLRIG,Yearlings,3000,46.35561,-79.04168,8949
-79.9458,46.48684,North Bay District,2019,Brook Trout,Tomiko River,,,17-5806-51481,FIELD,Yearlings,500,46.48684,-79.9458,8950
-78.9143921,46.3988306,North Bay District,2019,Brook Trout,Tower Lake,lac Tower,Bastien Lake (Unofficial Name),17-6603-51403,MATTAWAN,Yearlings,800,46.3988306,-78.9143921,8951
-79.03112,46.15422,North Bay District,2019,Brook Trout,Turtle Lake,,,17-6520-51128,BOULTER,Yearlings,710,46.15422,-79.03112,8952
-79.03112,46.15422,North Bay District,2019,Brook Trout,Turtle Lake,,,17-6520-51128,BOULTER,Yearlings,338,46.15422,-79.03112,8953
-79.6592,47.23618,North Bay District,2019,Brook Trout,Wilson Lake,lac Wilson,,17-6015-52321,GILLIES LIMIT,Yearlings,870,47.23618,-79.6592,8954
-79.60281,46.63034,North Bay District,2019,Lake Trout,Bear Lake,lac Bear,,17-6069-51648,HAMMELL,Yearlings,2000,46.63034,-79.60281,8955
-79.78115,46.09839,North Bay District,2019,Lake Trout,Clear Lake,lac Clear,,17-5942-51055,PATTERSON,Yearlings,2100,46.09839,-79.78115,8956
-79.838304,46.0465313,North Bay District,2019,Lake Trout,Crooked Lake,lac Crooked,,17-5890-50995,PATTERSON,Yearlings,800,46.0465313,-79.838304,8957
-79.9911441,45.8857282,North Bay District,2019,Lake Trout,Duck Lake,lac Duck,,17-5783-50817,WILSON,Yearlings,1200,45.8857282,-79.9911441,8958
-79.8133693,45.4031475,Parry Sound District,2017,Walleye,Isabella Lake,lac Isabella,,17-5930-50285,CHRISTIE,Fry,14716,45.4031475,-79.8133693,8959
-78.7856725,45.3635602,Parry Sound District,2018,Brook Trout,,,Allans Lake (Unofficial Name),17-6734-50255,MCCLINTOCK,Yearlings,500,45.3635602,-78.7856725,8960
-78.7001157,45.3321632,Parry Sound District,2018,Brook Trout,,,Bluepaint Lake (Unofficial Name),17-6802-50222,LIVINGSTONE,Yearlings,400,45.3321632,-78.7001157,8961
-79.4998827,45.2509571,Parry Sound District,2018,Brook Trout,,,Kling Biels Lake (Unofficial Name),17-6177-50117,CARDWELL,Yearlings,300,45.2509571,-79.4998827,8962
-79.1243346,45.7782818,Parry Sound District,2018,Brook Trout,,,Rocky Lake (Unofficial Name),17-6458-50709,PAXTON,Yearlings,1500,45.7782818,-79.1243346,8963
-79.0837075,45.6875966,Parry Sound District,2018,Brook Trout,,,Nabdoe Lake (Unofficial Name),17-6492-50609,BUTT,Yearlings,1000,45.6875966,-79.0837075,8964
-79.1271168,45.7720268,Parry Sound District,2018,Brook Trout,,,Crystal Lake (Unofficial Name),17-6456-50702,PAXTON,Yearlings,2000,45.7720268,-79.1271168,8965
-79.2140308,45.9348663,Parry Sound District,2018,Brook Trout,,,Little Beaver Lake (Unofficial Name),17-6385-50881,BALLANTYNE,Yearlings,1000,45.9348663,-79.2140308,8966
-79.1901247,45.8556446,Parry Sound District,2018,Brook Trout,Capsell Lake,lac Capsell,,17-6405-50794,JOLY,Yearlings,1000,45.8556446,-79.1901247,8967
-78.8957326,45.2666676,Parry Sound District,2018,Brook Trout,Charcoal Lake,lac Charcoal,,17-6651-50146,SHERBORNE,Yearlings,1500,45.2666676,-78.8957326,8968
-78.7277618,45.3338833,Parry Sound District,2018,Brook Trout,East Jeannie Lakes,lacs Jeannie Est,,17-6776-50223,LIVINGSTONE,Yearlings,1000,45.3338833,-78.7277618,8969
-78.9429671,45.3769003,Parry Sound District,2018,Brook Trout,Eiler Lake,lac Eiler,,17-6611-50267,MCCLINTOCK,Yearlings,1000,45.3769003,-78.9429671,8970
-79.0793337,45.7157759,Parry Sound District,2018,Brook Trout,Finger Lake,lac Finger,,17-6495-50640,BUTT,Yearlings,400,45.7157759,-79.0793337,8971
-78.8580778,45.3228548,Parry Sound District,2018,Brook Trout,Limburner Lake,lac Limburner,,17-6679-50208,MCCLINTOCK,Yearlings,500,45.3228548,-78.8580778,8972
-78.9509773,45.4801628,Parry Sound District,2018,Brook Trout,Little Nelson Lake,petit lac Nelson,,17-6602-50385,FINLAYSON,Yearlings,500,45.4801628,-78.9509773,8973
-78.9242586,45.4167853,Parry Sound District,2018,Brook Trout,Martencamp Lake,lac Martencamp,,17-6624-50311,FINLAYSON,Yearlings,800,45.4167853,-78.9242586,8974
